iter	Logloss
223	4.868316671e-05
224	4.848567921e-05
225	4.830691846e-05
226	4.813416223e-05
227	4.8073585e-05
228	4.788088436e-05
229	4.777629864e-05
230	4.774457885e-05
231	4.758607756e-05
232	4.7401053e-05
233	4.721592356e-05
234	4.70926856e-05
235	4.685401262e-05
236	4.66995336e-05
237	4.649664741e-05
238	4.631723572e-05
239	4.622552124e-05
240	4.60637287e-05
241	4.591845384e-05
242	4.585406016e-05
243	4.571733294e-05
244	4.555333189e-05
245	4.538610382e-05
246	4.526774216e-05
247	4.51125556e-05
248	4.497386872e-05
249	4.486181229e-05
250	4.480786463e-05
251	4.465365864e-05
252	4.46350724e-05
253	4.450979342e-05
254	4.432076553e-05
255	4.413094157e-05
256	4.399125859e-05
257	4.383683058e-05
258	4.328862096e-05
259	4.323975352e-05
260	4.296328031e-05
261	4.279861363e-05
262	4.266521938e-05
263	4.251627468e-05
264	4.238052055e-05
265	4.222688539e-05
266	4.20655303e-05
267	4.201178316e-05
268	4.180816187e-05
269	4.158725421e-05
270	4.150315545e-05
271	4.147178533e-05
272	4.132222184e-05
273	4.128393974e-05
274	4.112919978e-05
275	4.101148669e-05
276	4.08774335e-05
277	4.073799111e-05
278	4.065599528e-05
279	4.060857654e-05
280	4.057018704e-05
281	4.039794421e-05
282	4.028010283e-05
283	4.0165808e-05
284	4.002092822e-05
285	3.998402753e-05
286	3.986956669e-05
287	3.974465431e-05
288	3.963136819e-05
289	3.957685238e-05
290	3.91360039e-05
291	3.903172463e-05
292	3.89454849e-05
293	3.882939637e-05
294	3.867543503e-05
295	3.858292175e-05
296	3.848236105e-05
297	3.837865413e-05
298	3.835273314e-05
299	3.830159534e-05
300	3.82074321e-05
301	3.793536056e-05
302	3.793533941e-05
303	3.784848176e-05
304	3.780398453e-05
305	3.773870558e-05
306	3.738653893e-05
307	3.730235593e-05
308	3.719486999e-05
309	3.702171332e-05
310	3.6916217e-05
311	3.676026506e-05
312	3.667420879e-05
313	3.664027764e-05
314	3.652399598e-05
315	3.644605559e-05
316	3.638205367e-05
317	3.63312068e-05
318	3.63035101e-05
319	3.602895344e-05
320	3.592239846e-05
321	3.590120415e-05
322	3.580967323e-05
323	3.580021206e-05
324	3.57352443e-05
325	3.559331639e-05
326	3.549426953e-05
327	3.546252621e-05
328	3.540390507e-05
329	3.532406014e-05
330	3.530693432e-05
331	3.523933018e-05
332	3.521091243e-05
333	3.520385851e-05
334	3.485887725e-05
335	3.479072123e-05
336	3.4448894e-05
337	3.436405794e-05
338	3.433735171e-05
339	3.39959511e-05
340	3.39116877e-05
341	3.357219941e-05
342	3.327110855e-05
343	3.311799803e-05
344	3.305531143e-05
345	3.282122803e-05
346	3.277056488e-05
347	3.269477156e-05
348	3.269470815e-05
349	3.268507098e-05
350	3.26341953e-05
351	3.257389845e-05
352	3.237533976e-05
353	3.235616482e-05
354	3.227881984e-05
355	3.221217477e-05
356	3.202084031e-05
357	3.196692516e-05
358	3.193642244e-05
359	3.18467222e-05
360	3.161689434e-05
361	3.156268038e-05
362	3.151350844e-05
363	3.151347685e-05
364	3.147131534e-05
365	3.127222601e-05
366	3.119111341e-05
367	3.11685097e-05
368	3.113053231e-05
369	3.107781018e-05
370	3.102500107e-05
371	3.096859114e-05
372	3.094853362e-05
373	3.088852876e-05
374	3.08385072e-05
375	3.077080088e-05
376	3.073583681e-05
377	3.06756634e-05
378	3.059585114e-05
379	3.054947281e-05
380	3.051804418e-05
381	3.046304227e-05
382	3.044255967e-05
383	3.043388411e-05
384	3.04117315e-05
385	3.040554916e-05
386	3.034800037e-05
387	3.033775398e-05
388	3.029139644e-05
389	3.024375241e-05
390	3.018626381e-05
391	3.013242235e-05
392	3.009991383e-05
393	2.996500949e-05
394	2.99023738e-05
395	2.973822846e-05
396	2.970801817e-05
397	2.956679222e-05
398	2.933333559e-05
399	2.926971525e-05
400	2.923140434e-05
401	2.918675417e-05
402	2.914192638e-05
403	2.912520005e-05
404	2.909006669e-05
405	2.906416352e-05
406	2.905450845e-05
407	2.901502529e-05
408	2.886239879e-05
409	2.882208654e-05
410	2.869128619e-05
411	2.864559541e-05
412	2.862453741e-05
413	2.853904707e-05
414	2.848401771e-05
415	2.842540545e-05
416	2.839447559e-05
417	2.830952882e-05
418	2.826744916e-05
419	2.824664673e-05
420	2.823340995e-05
421	2.821431919e-05
422	2.818784143e-05
423	2.81477575e-05
424	2.811141264e-05
425	2.808066953e-05
426	2.79319925e-05
427	2.789538377e-05
428	2.78457129e-05
429	2.780861612e-05
430	2.778927998e-05
431	2.777660911e-05
432	2.771931047e-05
433	2.768414833e-05
434	2.764102043e-05
435	2.759621191e-05
436	2.756538767e-05
437	2.742185484e-05
438	2.742181742e-05
439	2.740597839e-05
440	2.738372172e-05
441	2.737429122e-05
442	2.723780823e-05
443	2.722110847e-05
444	2.719532222e-05
445	2.717274262e-05
446	2.714849747e-05
447	2.711645399e-05
448	2.710794291e-05
449	2.707604756e-05
450	2.70697089e-05
451	2.705308156e-05
452	2.699688117e-05
453	2.68243724e-05
454	2.67950551e-05
455	2.678116272e-05
456	2.67750192e-05
457	2.675373433e-05
458	2.673420722e-05
459	2.672412913e-05
460	2.65839057e-05
461	2.655617006e-05
462	2.654033111e-05
463	2.651692937e-05
464	2.649992173e-05
465	2.647777331e-05
466	2.628423023e-05
467	2.626323917e-05
468	2.626323917e-05
469	2.623631495e-05
470	2.620896903e-05
471	2.619198603e-05
472	2.611008819e-05
473	2.608531485e-05
474	2.596759546e-05
475	2.595220248e-05
476	2.593507969e-05
477	2.592014227e-05
478	2.589252335e-05
479	2.586475898e-05
480	2.584613879e-05
481	2.584613546e-05
482	2.578313666e-05
483	2.577547683e-05
484	2.5729506e-05
485	2.56940876e-05
486	2.566847539e-05
487	2.566055306e-05
488	2.565051307e-05
489	2.562788117e-05
490	2.55393639e-05
491	2.553131277e-05
492	2.551010088e-05
493	2.535258725e-05
494	2.533166865e-05
495	2.531283887e-05
496	2.52812868e-05
497	2.526972423e-05
498	2.525995089e-05
499	2.524516417e-05
500	2.524516054e-05
501	2.522503532e-05
502	2.521030441e-05
503	2.508356835e-05
504	2.507279082e-05
505	2.506137281e-05
506	2.502652607e-05
507	2.502651322e-05
508	2.501313047e-05
509	2.489385485e-05
510	2.487622839e-05
511	2.487324773e-05
512	2.486448317e-05
513	2.484452093e-05
514	2.482924761e-05
515	2.481363573e-05
516	2.468753337e-05
517	2.466837751e-05
518	2.462427724e-05
519	2.448018785e-05
520	2.447006371e-05
521	2.445620696e-05
522	2.428681334e-05
523	2.416670097e-05
524	2.402905106e-05
525	2.401833558e-05
526	2.400373327e-05
527	2.398063368e-05
528	2.385729362e-05
529	2.378926404e-05
530	2.376999838e-05
531	2.374730581e-05
532	2.37383527e-05
533	2.359551222e-05
534	2.347368129e-05
535	2.345207141e-05
536	2.344220379e-05
537	2.335535714e-05
538	2.334328822e-05
539	2.321676325e-05
540	2.320077283e-05
541	2.30796594e-05
542	2.306062403e-05
543	2.302643015e-05
544	2.300737981e-05
545	2.300737238e-05
546	2.299908562e-05
547	2.292241996e-05
548	2.292240587e-05
549	2.290098632e-05
550	2.283924666e-05
551	2.283690579e-05
552	2.282353717e-05
553	2.28119153e-05
554	2.279361568e-05
555	2.271352138e-05
556	2.258460568e-05
557	2.257456123e-05
558	2.251530106e-05
559	2.239771318e-05
560	2.238479261e-05
561	2.236465011e-05
562	2.234796114e-05
563	2.233524176e-05
564	2.231979262e-05
565	2.221097172e-05
566	2.209092155e-05
567	2.208366459e-05
568	2.207023937e-05
569	2.205881844e-05
570	2.205881625e-05
571	2.205881097e-05
572	2.204855791e-05
573	2.203887255e-05
574	2.203886208e-05
575	2.202982053e-05
576	2.191811248e-05
577	2.190578585e-05
578	2.185492568e-05
579	2.173237054e-05
580	2.170486405e-05
581	2.169460974e-05
582	2.168638759e-05
583	2.167475878e-05
584	2.164881122e-05
585	2.159635275e-05
586	2.14832891e-05
587	2.14641417e-05
588	2.14640811e-05
589	2.132835169e-05
590	2.123443699e-05
591	2.118159973e-05
592	2.118159501e-05
593	2.117258742e-05
594	2.110025123e-05
595	2.108511324e-05
596	2.098329232e-05
597	2.09742134e-05
598	2.095918828e-05
599	2.083347155e-05
600	2.082654826e-05
601	2.081374463e-05
602	2.080149615e-05
603	2.079266002e-05
604	2.079252536e-05
605	2.079251437e-05
606	2.068964419e-05
607	2.066408222e-05
608	2.055128635e-05
609	2.052245278e-05
610	2.05066506e-05
611	2.03878397e-05
612	2.038782275e-05
613	2.036665993e-05
614	2.030468309e-05
615	2.018832603e-05
616	2.018194192e-05
617	2.016277729e-05
618	2.004522847e-05
619	2.00337526e-05
620	2.002198208e-05
621	2.00208303e-05
622	1.996445683e-05
623	1.982006955e-05
624	1.981075273e-05
625	1.981037095e-05
626	1.979899841e-05
627	1.966927347e-05
628	1.955083475e-05
629	1.945123461e-05
630	1.935707862e-05
631	1.934353875e-05
632	1.933694492e-05
633	1.921195984e-05
634	1.909519825e-05
635	1.908658906e-05
636	1.908046222e-05
637	1.906268576e-05
638	1.90626603e-05
639	1.906264396e-05
640	1.90550682e-05
641	1.904562328e-05
642	1.904557659e-05
643	1.903691815e-05
644	1.894501119e-05
645	1.893401772e-05
646	1.890052364e-05
647	1.890052081e-05
648	1.890052081e-05
649	1.888416814e-05
650	1.876446003e-05
651	1.876443713e-05
652	1.876442247e-05
653	1.876441802e-05
654	1.876441598e-05
655	1.876437382e-05
656	1.87543326e-05
657	1.864345191e-05
658	1.864010871e-05
659	1.863190683e-05
660	1.853351194e-05
661	1.853349587e-05
662	1.85334641e-05
663	1.853343777e-05
664	1.853342901e-05
665	1.853341743e-05
666	1.853335603e-05
667	1.8440231e-05
668	1.843092633e-05
669	1.830951847e-05
670	1.830950396e-05
671	1.821622271e-05
672	1.821028305e-05
673	1.821026879e-05
674	1.82001633e-05
675	1.811464765e-05
676	1.811451855e-05
677	1.811451584e-05
678	1.811447858e-05
679	1.811446181e-05
680	1.809951868e-05
681	1.808626436e-05
682	1.807892928e-05
683	1.806789714e-05
684	1.8067874e-05
685	1.794658554e-05
686	1.794658338e-05
687	1.794658338e-05
688	1.792413566e-05
689	1.791743693e-05
690	1.79083734e-05
691	1.79083734e-05
692	1.790837222e-05
693	1.785317845e-05
694	1.78033043e-05
695	1.769576097e-05
696	1.769574909e-05
697	1.769574633e-05
698	1.757136717e-05
699	1.755770269e-05
700	1.755097449e-05
701	1.755097018e-05
702	1.753908572e-05
703	1.753907946e-05
704	1.742892839e-05
705	1.73363731e-05
706	1.732084426e-05
707	1.732084172e-05
708	1.720762858e-05
709	1.716856013e-05
710	1.70969077e-05
711	1.702871311e-05
712	1.694858617e-05
713	1.694858337e-05
714	1.686475577e-05
715	1.685503137e-05
716	1.681542042e-05
717	1.68154165e-05
718	1.681540248e-05
719	1.680752392e-05
720	1.673295127e-05
721	1.665220838e-05
722	1.664151641e-05
723	1.664140991e-05
724	1.664140625e-05
725	1.664140086e-05
726	1.656370421e-05
727	1.655534061e-05
728	1.65553394e-05
729	1.644982544e-05
730	1.644143352e-05
731	1.632529678e-05
732	1.626751481e-05
733	1.620288314e-05
734	1.620286962e-05
735	1.620285939e-05
736	1.620285796e-05
737	1.617766458e-05
738	1.617764192e-05
739	1.616983349e-05
740	1.616982521e-05
741	1.614014756e-05
742	1.605451275e-05
743	1.604414888e-05
744	1.604414357e-05
745	1.60311283e-05
746	1.59294925e-05
747	1.580738415e-05
748	1.579618818e-05
749	1.57857939e-05
750	1.577137374e-05
751	1.573980951e-05
752	1.573286654e-05
753	1.573286304e-05
754	1.561411078e-05
755	1.561410499e-05
756	1.560385262e-05
757	1.553783075e-05
758	1.552568889e-05
759	1.540487844e-05
760	1.538466356e-05
761	1.52796077e-05
762	1.527960571e-05
763	1.520152966e-05
764	1.514458343e-05
765	1.508282333e-05
766	1.508280966e-05
767	1.507106251e-05
768	1.499910116e-05
769	1.499097341e-05
770	1.499096761e-05
771	1.491594879e-05
772	1.490790135e-05
773	1.489918512e-05
774	1.487722684e-05
775	1.487042231e-05
776	1.487040986e-05
777	1.485922876e-05
778	1.479233022e-05
779	1.478267772e-05
780	1.47190713e-05
781	1.471906121e-05
782	1.466553446e-05
783	1.466553306e-05
784	1.462735111e-05
785	1.462734784e-05
786	1.456999192e-05
787	1.451760726e-05
788	1.451757328e-05
789	1.451757109e-05
790	1.451757027e-05
791	1.450866237e-05
792	1.450865981e-05
793	1.449968786e-05
794	1.448192476e-05
795	1.446890228e-05
796	1.446889675e-05
797	1.446244498e-05
798	1.445544019e-05
799	1.44554379e-05
800	1.445543659e-05
801	1.443526435e-05
802	1.442853566e-05
803	1.441435837e-05
804	1.441435738e-05
805	1.441435068e-05
806	1.435697725e-05
807	1.434599882e-05
808	1.429622272e-05
809	1.429622035e-05
810	1.428232446e-05
811	1.424723856e-05
812	1.423902749e-05
813	1.413402104e-05
814	1.412601703e-05
815	1.412598847e-05
816	1.41186042e-05
817	1.405950321e-05
818	1.400231596e-05
819	1.394291102e-05
820	1.389794072e-05
821	1.389793896e-05
822	1.385366489e-05
823	1.384572575e-05
824	1.37928278e-05
825	1.37807516e-05
826	1.377272727e-05
827	1.377272651e-05
828	1.3670872e-05
829	1.367086926e-05
830	1.367085747e-05
831	1.366117952e-05
832	1.361169532e-05
833	1.361168814e-05
834	1.355464202e-05
835	1.354873526e-05
836	1.354049153e-05
837	1.353215251e-05
838	1.353215065e-05
839	1.353214283e-05
840	1.349442773e-05
841	1.343922684e-05
842	1.343920965e-05
843	1.338581979e-05
844	1.338581896e-05
845	1.337548012e-05
846	1.333560599e-05
847	1.33355963e-05
848	1.328242637e-05
849	1.325227166e-05
850	1.325226745e-05
851	1.324309388e-05
852	1.3243083e-05
853	1.321782023e-05
854	1.3179395e-05
855	1.31793928e-05
856	1.312722057e-05
857	1.309743043e-05
858	1.308926365e-05
859	1.303979821e-05
860	1.303243239e-05
861	1.293074681e-05
862	1.29307436e-05
863	1.289076406e-05
864	1.28907519e-05
865	1.284367451e-05
866	1.283951972e-05
867	1.28394954e-05
868	1.283949212e-05
869	1.283946417e-05
870	1.283946417e-05
871	1.283946165e-05
872	1.280039219e-05
873	1.276329701e-05
874	1.275480959e-05
875	1.275480913e-05
876	1.271704689e-05
877	1.268067696e-05
878	1.264448713e-05
879	1.264043709e-05
880	1.264043065e-05
881	1.260486206e-05
882	1.250613308e-05
883	1.250613136e-05
884	1.250612966e-05
885	1.246210868e-05
886	1.242084228e-05
887	1.241440232e-05
888	1.240322932e-05
889	1.237124219e-05
890	1.233090882e-05
891	1.229858038e-05
892	1.226995913e-05
893	1.223282015e-05
894	1.214042456e-05
895	1.210798118e-05
896	1.208123493e-05
897	1.198485747e-05
898	1.194947978e-05
899	1.184853978e-05
900	1.184853121e-05
901	1.181567944e-05
902	1.181567021e-05
903	1.180910546e-05
904	1.180910546e-05
905	1.177468127e-05
906	1.174798243e-05
907	1.164859087e-05
908	1.161760811e-05
909	1.158788492e-05
910	1.149110091e-05
911	1.149110051e-05
912	1.146363918e-05
913	1.143509563e-05
914	1.140810417e-05
915	1.137827364e-05
916	1.135326892e-05
917	1.132502585e-05
918	1.129708901e-05
919	1.127017171e-05
920	1.124689756e-05
921	1.114973957e-05
922	1.105188594e-05
923	1.105188356e-05
924	1.102634309e-05
925	1.100456913e-05
926	1.09832737e-05
927	1.096372738e-05
928	1.093917792e-05
929	1.091970093e-05
930	1.090009137e-05
931	1.090008661e-05
932	1.087666227e-05
933	1.085710286e-05
934	1.083537258e-05
935	1.081669114e-05
936	1.079527875e-05
937	1.077658391e-05
938	1.075569178e-05
939	1.073545651e-05
940	1.071864353e-05
941	1.06981329e-05
942	1.068224573e-05
943	1.066548978e-05
944	1.064970089e-05
945	1.06403197e-05
946	1.062062113e-05
947	1.060152789e-05
948	1.058601449e-05
949	1.057001787e-05
950	1.055501852e-05
951	1.053988982e-05
952	1.053988982e-05
953	1.052161897e-05
954	1.050384356e-05
955	1.047701467e-05
956	1.046336033e-05
957	1.044930531e-05
958	1.042270143e-05
959	1.032655654e-05
960	1.0300788e-05
961	1.028366507e-05
962	1.028363198e-05
963	1.026742393e-05
964	1.026739163e-05
965	1.024238595e-05
966	1.024238193e-05
967	1.024238193e-05
968	1.024238193e-05
969	1.024238193e-05
970	1.022930017e-05
971	1.021661436e-05
972	1.019260216e-05
973	1.017971293e-05
974	1.017969698e-05
975	1.015663178e-05
976	1.013390385e-05
977	1.012193466e-05
978	1.010942735e-05
979	1.009330435e-05
980	1.007232973e-05
981	1.0072315e-05
982	1.007231127e-05
983	1.005213104e-05
984	1.00317382e-05
985	1.003173134e-05
986	1.001661847e-05
987	1.000154027e-05
988	1.000152595e-05
989	9.986623143e-06
990	9.972102106e-06
991	9.952651782e-06
992	9.937910788e-06
993	9.92360973e-06
994	9.909538975e-06
995	9.890659335e-06
996	9.872110485e-06
997	9.853764569e-06
998	9.835732762e-06
999	9.817966918e-06
